id,spkid,full_name,pdes,name,neo,pha,diameter,prefix,q,per,class,horizons,begin_time,end_time
a0035659,2035659,356591998QU10,35659,,N,N,10.338,,3.021777290455264,2127.5924032323182,OMB,DES=+2035659,1998-07-18-02-26-45,2000-01-01-00-00-00
a0035660,2035660,356601998QS38,35660,,N,N,10.218,,2.484630686341329,2059.332413883919,MBA,DES=+2035660,1998-08-04-04-00-20,2000-01-01-00-00-00
a0035664,2035664,356641998QC64,35664,,N,N,11.665999999999999,,2.9738423722901564,2004.185503342807,MBA,DES=+2035664,1998-08-17-22-53-14,2000-01-01-00-00-00
a0035919,2035919,359191999JY99,35919,,N,N,11.478,,2.726145099981456,1817.58823160597,MBA,DES=+2035919,1998-10-03-14-28-15,2000-01-01-00-00-00
a0036018,2036018,360181999NA46,36018,,N,N,13.198,,2.8670884036433764,2101.652317087136,OMB,DES=+2036018,1998-07-24-14-05-10,2000-01-01-00-00-00
a0036023,2036023,360231999NS49,36023,,N,N,10.290999999999999,,2.327831068691082,1849.414896551605,MBA,DES=+2036023,1998-09-25-15-30-39,2000-01-01-00-00-00
a0036026,2036026,360261999NZ52,36026,,N,N,15.350999999999999,,2.734443868050794,2038.8165970685986,MBA,DES=+2036026,1998-08-09-07-06-02,2000-01-01-00-00-00
a0036030,2036030,360301999NR59,36030,,N,N,13.902999999999999,,2.8133950133131345,2064.148079745786,MBA,DES=+2036030,1998-08-02-23-06-42,2000-01-01-00-00-00
a0036062,2036062,360621999RB47,36062,,N,N,11.728,,2.391944371025764,1813.6525019976666,MBA,DES=+2036062,1998-10-04-14-05-06,2000-01-01-00-00-00
a0036070,2036070,360701999RQ53,36070,,N,N,11.155,,2.901753022507732,1891.4413377801568,MBA,DES=+2036070,1998-09-15-03-21-08,2000-01-01-00-00-00
a0036075,2036075,360751999RU59,36075,,N,N,11.084000000000001,,2.5622454204598397,2066.413142031225,MBA,DES=+2036075,1998-08-02-09-31-17,2000-01-01-00-00-00
a0036086,2036086,360861999RW86,36086,,N,N,10.086,,2.6328496538713337,2066.411368067485,MBA,DES=+2036086,1998-08-02-09-31-55,2000-01-01-00-00-00
a0036093,2036093,360931999RA103,36093,,N,N,11.735999999999999,,2.825246819016149,2117.094287490541,OMB,DES=+2036093,1998-07-20-17-26-04,2000-01-01-00-00-00
